,title,core_role,top_skills
467,health data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
468,data scientist lead,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
469,data scientist intern,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
470,staff lead data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
471,senior research scientist applied ml,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
472,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
473,associate data scientist carbon,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
474,data scientist ii marketing science specialist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
475,senior manager data science analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
476,senior manager data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
477,principal data scientist marketing algorithms,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
478,data science tech lead catalog,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
479,data scientist lead computer vision remote work available,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
480,data scientist i retail bank remote work available,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
481,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
482,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
483,lead data scientist search and personalization,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
484,data science manager machine learning causal inference,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
485,senior data scientist machine learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
486,data scientist growth,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
487,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
488,product decision scientist iii,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
489,senior manager data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
490,lead data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
491,staff data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
492,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
493,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
494,lead data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
495,anti fraud data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
496,principal data scientist search and personalization,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
497,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
498,principal data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
499,lead data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
500,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
501,people scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
502,data scientist ads sales,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
503,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
504,data science lead us canada,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
505,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
506,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
507,director data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
508,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
509,lead data scientist precision mental health,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
510,director data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
511,fraud analyst data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
512,sr data scientist data analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
513,senior data scientist product,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
514,staff data scientist product analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
515,data scientist sr people analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
516,lead manager data science product,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
517,decision scientist multiple openings,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
518,sr decision scientist product finance,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
519,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
520,senior data scientist ads analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
521,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
522,data scientist machine learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
523,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
524,senior data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
525,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
526,associate director analytics data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
527,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
528,data scientist trust safety,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
529,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
530,data science manager consumer products,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
531,senior data scientist insights udemy business,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
532,senior data scientist insights consumer products,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
533,staff research scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
534,senior data scientist analytics market optimization,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
535,regular data scientist analytics market optimization,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
536,data scientist ii,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
537,senior data scientist product,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
538,senior data scientist modeling,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
539,data scientist employee relations,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
540,sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
541,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
542,senior data scientist aws support capacity planning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
543,senior data scientist ai data team,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
544,data scientist aws support capacity planning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
545,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
546,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
547,data scientist entry level,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
548,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
549,data analytics data science lead,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
550,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
551,sr data scientist product analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
552,data scientist customer success,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
553,lead data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
554,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
555,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
556,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
557,senior data scientist nc,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
558,lead data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
559,senior data scientist healthcare decision intelligence products,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
560,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
561,machine learning scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
562,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
563,manager data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
564,senior data scientist statistician,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
565,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
566,senior manager data science media solutions,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
567,data scientist consultant,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
568,data scientist co op spring,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
569,staff machine learning scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
570,senior machine learning scientist search,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
571,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
572,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
573,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
574,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
575,data scientist advanced analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
576,machine learning scientist open from asst to director level,director,"['learning', 'management', 'owasp', 'payroll', 'gitlab', 'elasticsearch', 'engineering', 'feature', 'huggingface', 'jenkins']"
577,applied scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
578,sr data scientist data science and engineering experimentation dse,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
579,associate data analyst health data scientist r gis remote,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
580,data scientist athletics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
581,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
582,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
583,lead staff data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
584,principal data scientist optum digital,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
585,lead nlp data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
586,lead data scientist people analytics strategy,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
587,lead data scientist ai ml,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
588,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
589,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
590,data scientist lead,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
591,director modeling analytics commercial lines,director,"['learning', 'management', 'owasp', 'payroll', 'gitlab', 'elasticsearch', 'engineering', 'feature', 'huggingface', 'jenkins']"
592,lead advanced analytics consumer insights,advanced analytics consumer insights,"['tableau', 'analysis', 'data', 'sql', 'python']"
593,principal data scientist allstate innovation,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
594,data scientist logistics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
595,arity data scientist intern,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
596,principal data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
597,senior applied scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
598,data scientist lead,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
599,data scientist mid,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
600,data scientist junior,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
601,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
602,commercial data science internship spring,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
603,sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
604,senior data scientist delivery technology,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
605,data scientist forecasting supply chain labor planning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
606,data scientist algorithms machine learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
607,data scientist causality,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
608,quantitative research analyst ai forecasting,analyst,"['marketing', 'analysis', 'management', 'assessment', 'media', 'social', 'vulnerability', 'android', 'bash', 'email']"
609,data science intern summer,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
610,research analyst ai forecasting,analyst,"['marketing', 'analysis', 'management', 'assessment', 'media', 'social', 'vulnerability', 'android', 'bash', 'email']"
611,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
612,senior data scientist machine learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
613,senior data scientist pricing,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
614,actuarial data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
615,product data scientist senior and staff levels,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
616,principal security data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
617,financial data scientist systems and automation,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
618,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
619,bioinformatics scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
620,senior marketing data scientist lifecycle,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
621,senior data scientist product analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
622,data scientist product analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
623,real world data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
624,sr battery data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
625,head of actuarial analytics,head of department,"['sheets', 'learning', 'google', 'docker', 'classification', 'git', 'nlp', 'pytorch', 'tensorflow', 'clustering']"
626,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
627,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
628,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
629,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
630,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
631,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
632,bayesian data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
633,senior data scientist product,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
634,principal data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
635,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
636,data science internship winter,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
637,senior data scientist product growth,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
638,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
639,director data science customer analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
640,manager data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
641,machine learning scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
642,senior data scientist meteorology,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
643,senior data scientist electricity markets,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
644,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
645,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
646,customer transformation data scientist senior associate,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
647,senior machine learning scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
648,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
649,sr data scientist partnership analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
650,senior data scientist financial services,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
651,data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
652,senior principal data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
653,principal data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
654,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
655,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
656,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
657,senior data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
658,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
659,director of data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
660,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
661,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
662,senior data scientist moderator experience analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
663,senior data scientist economy analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
664,data scientist bidder,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
665,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
666,applied machine learning scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
667,data scientist analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
668,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
669,data scientist machine learning intern,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
670,senior data scientist ads machine learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
671,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
672,data scientist product,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
673,data scientist g m,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
674,applied data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
675,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
676,data scientist experimentation,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
677,manager of analytics and data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
